,price
144449,1770
38934,14502
176280,8820
59249,1415
186162,6640
93713,1429
169553,4234
185307,1605
158543,6048
9668,2907
64673,9425
119026,576
149386,5600
161893,1791
89395,1646
142150,9667
122860,873
10317,4412
182631,5149
31578,846
136682,673
29683,1401
89940,4637
13048,1389
82337,11508
190626,1017
111939,2019
151520,6373
87067,698
84290,810
188225,6108
126266,4708
110108,2415
25520,802
46107,12308
122457,942
147619,511
136626,1080
186414,15239
65057,7577
41396,755
129346,1881
188037,889
179401,5887
39270,4509
173352,5763
36643,1206
164553,4189
123812,743
26401,1111
148549,704
168853,13372
144647,3734
67568,2657
170846,4189
4111,851
86289,6108
19079,2675
133112,477
133826,3063
5184,2803
184317,1625
90109,4515
159640,5067
119884,847
173991,900
14313,926
45843,8295
28212,775
78125,6499
52271,589
10682,1814
126583,9057
36813,17315
138099,990
156347,9261
191,17909
24669,10685
88483,1437
128289,1723
146762,4072
65360,829
24978,710
106220,1076
186747,957
81998,9921
149508,402
49369,891
28968,10709
167897,1678
71905,1580
35246,7528
105326,9038
107490,945
37311,4693
122328,1326
31319,573
119475,1836
49940,16718
81411,4326
78332,4274
76931,689
155338,909
78231,1613
148668,609
191879,1087
164606,6925
123461,1640
77119,958
113314,4916
154089,4872
172547,5160
31965,1607
11789,559
40670,1123
31072,6874
160764,924
93814,850
176734,16300
159992,2874
70137,3918
110271,5491
71544,5407
94899,17050
139263,2210
160615,772
6749,4973
163032,4475
74297,625
110355,720
90336,3879
113756,5411
50517,2066
115373,645
60601,2526
109123,18398
76354,15505
61023,854
190157,6071
44692,2747
22649,3024
163260,1324
130464,1588
19402,3950
170058,391
165303,3284
40496,6391
162992,3198
179434,7157
181833,657
40038,5700
160304,9067
8356,732
30046,4469
77279,7900
103792,505
144953,865
32488,1960
77572,878
119557,1825
126262,1599
45888,898
141137,1135
14971,2536
152938,666
85009,1103
160006,2347
137504,5004
188078,1270
439,2964
116675,2449
157430,1822
56592,2039
2279,12342
67915,7358
187083,2415
54207,10962
170483,1908
9651,650
14830,702
147633,530
15990,1227
90466,6453
97098,748
4680,2913
83345,5327
137273,13686
149106,10463
123698,8852
41959,2042
80616,1096
176129,891
12230,3457
160039,601
142549,5131
1738,4956
10876,4293
117763,1133
75354,1213
14172,5397
143413,12872
169192,4276
158540,1125
79815,1629
156331,1764
30168,1071
125465,675
167791,1615
35513,7182
42609,8449
134861,5761
128851,573
102428,464
70901,3427
180870,8645
125311,884
129374,5430
179440,561
140129,2137
33148,3703
155114,2857
185576,11434
149019,829
88817,723
2819,3326
79193,990
57867,4304
123413,472
68553,828
136419,5176
85162,7528
182299,5387
144852,8758
22957,9138
141283,2970
22354,772
22238,2803
85118,1059
44583,1554
165939,1838
31061,803
85150,499
76621,709
55695,407
97610,2699
73138,1593
81595,1754
63038,9901
130228,15110
148396,3697
34788,1346
6024,15318
146695,5175
149719,3665
33493,880
185855,6460
73838,4586
12520,3417
143879,767
26345,622
184299,526
60344,7508
141377,729
3104,1273
48333,756
87770,12334
36734,5460
151713,1859
100913,716
109134,4798
28740,2263
86517,4767
186317,899
45114,5686
187535,7037
117191,2474
158399,3651
65205,8577
153128,568
175920,15818
75546,2933
76006,3669
92807,1154
121935,6165
12547,1599
94095,740
167482,1692
171159,2633
42551,628
49205,773
3183,9081
39254,3924
6670,1427
184557,10185
156928,3260
96739,949
174704,571
13934,766
31500,5656
4024,4967
68003,698
145868,5864
155678,8475
7578,408
16394,15919
58350,4667
154231,1431
131592,16353
1580,8524
146440,911
52568,4158
157043,868
54136,12168
113136,1089
43562,1859
88587,8752
71110,3114
121405,12622
184342,803
164376,2675
128978,720
53735,1151
152559,2129
97766,2345
51010,1440
141954,796
62076,4243
53032,817
1445,955
123082,16179
163621,4277
182482,15974
147388,1389
45008,730
126070,11302
6421,2282
109819,4766
75046,790
186241,13503
121547,4469
118345,1240
159823,1227
9591,4078
2761,507
75902,943
16139,658
30813,972
113111,2731
179558,698
134147,1793
118068,767
159833,391
184395,658
184961,563
94057,670
161994,447
26487,843
61936,1139
92226,589
185362,1067
180047,7429
56991,4466
154375,1007
172856,6301
172692,6248
165274,1605
177434,596
77244,10680
60458,16603
100670,816
189268,3365
193066,11109
107060,5447
45548,4280
75788,1660
4434,2239
86816,2453
84182,1975
155831,949
65168,5851
63317,1902
23651,935
182449,13047
50651,491
134431,15959
70670,5444
128320,3004
160548,804
121505,4565
50980,5518
37015,3786
81517,4737
13191,837
159466,471
88565,610
127031,1294
129751,943
119621,698
178204,7909
76027,1987
66710,1978
25126,3201
100411,1410
191383,475
158101,3500
143813,4580
59652,3135
154598,852
103085,867
98689,9954
146515,3500
72072,1073
185870,1013
106099,4101
95951,1249
116312,798
30656,954
66647,8157
17402,774
62006,720
59818,4312
115762,8758
183782,1427
18075,723
139242,5161
171606,447
34547,628
76195,2860
25689,4791
133630,10446
47357,1064
19442,5028
91985,3056
58569,4959
73293,9788
80251,4195
109549,4901
106382,4288
173191,2965
129096,6369
133327,3444
62587,6533
168980,593
37338,5036
117424,7409
13343,5283
84696,899
128943,579
145566,8038
53315,15169
177007,1706
144260,4470
24187,802
149107,730
83389,5335
59631,7155
109781,9451
101147,2446
138685,789
151455,2039
154515,3787
76792,788
154943,2245
41496,14402
146084,3897
377,1240
76277,798
182172,3712
84157,6885
42139,16256
68445,6539
42219,10412
159358,2893
107297,2375
82502,10468
151410,5777
50831,6183
42069,3392
31203,5375
156793,17235
39156,781
66571,5489
118541,1154
88586,4357
146097,561
145907,2013
134341,596
21247,3570
109370,3286
102387,747
57549,4679
169353,965
6853,555
23987,1044
165677,1998
25828,5407
142922,2165
156813,926
80828,15446
58286,864
25320,6826
38991,2658
84658,7655
74943,1776
137678,1722
134978,630
174472,5489
21463,1656
2648,6499
97593,773
101960,3298
22522,630
90788,484
170826,14256
93427,3669
8794,17746
39641,3933
99053,1389
138788,2335
58774,755
90542,12576
94893,571
30047,3668
1677,907
149974,505
37062,1616
104007,1940
105588,5909
68497,666
14732,8543
835,1656
80346,839
192362,11823
81135,14067
161932,729
16779,1107
178159,868
183541,578
147991,873
69316,854
173939,852
7405,1200
126085,646
148265,1015
155528,5361
92596,3478
110735,2206
117904,2140
95161,9178
115797,3323
188674,2444
85753,4871
170975,789
112065,7602
23101,13530
108276,1123
67000,603
150149,853
147640,4371
156495,4249
135689,566
113205,12787
61122,10636
45340,707
60274,1618
153660,1639
67968,11263
38727,2896
12992,545
23180,3936
93440,16198
4879,3048
34091,6449
83672,4273
187477,2007
184056,11062
70128,3471
5148,10098
43716,4284
50216,6971
60845,10685
104357,8711
11712,1845
80626,866
104129,791
110058,2314
4407,1378
69427,9524
35849,1079
142776,2373
128007,637
153605,10349
61623,11534
137124,1123
185483,689
127094,561
29886,872
101997,765
166381,633
21992,1934
44615,977
140997,606
130869,2080
44457,2633
95854,4745
106978,833
189503,5506
112157,1636
135492,3997
178701,4625
51286,11294
75415,4372
21218,1145
40944,3841
154953,1569
179419,1911
32789,1688
181657,5082
160847,5640
108661,3735
23207,5922
69266,13598
151229,3945
147421,8256
146469,1105
159147,2802
1186,683
79024,6736
175971,605
94003,4260
139390,3710
177808,1052
12445,1728
173608,1170
145097,5600
102163,7240
103643,900
91425,4924
138913,3089
43363,7372
144635,16854
73455,1269
119679,3913
105211,4669
72326,5690
139140,5395
54456,2112
105193,2704
14329,580
126269,1861
4018,758
16784,1723
185490,718
54829,3594
48608,901
158221,1326
50425,1904
182643,11988
65418,789
37325,6837
123486,496
38332,663
53181,2319
71929,4839
45644,765
116554,8752
82322,6848
128772,6776
151080,687
53277,1239
31907,6405
102930,698
32263,9925
98915,805
109464,8572
95390,1046
168286,3368
149159,1666
62001,743
167327,14855
54073,11212
53196,670
1602,625
191695,14148
113364,1752
107865,1777
184511,3763
159589,6479
55933,9901
137827,8932
147051,1906
14573,14660
184398,4188
68138,2435
150055,1356
124689,907
113763,3669
182119,7415
192751,9815
136609,784
145529,622
31609,579
184653,9596
108904,980
112764,11817
176905,2509
5713,11255
174171,2052
113390,1345
95542,4118
116040,942
16229,10658
2712,1675
33254,3688
43010,2897
30824,1615
86433,7655
141455,6007
166345,11627
82713,3793
92397,4805
19098,2522
184379,926
43081,4199
29938,12981
18805,984
54433,4900
182826,2947
148729,6669
177191,645
189869,4129
64169,4304
146880,3210
6372,3765
145574,3510
85644,3340
5276,4338
119078,696
94170,680
191945,7393
14869,4718
155529,3537
69413,972
87325,4278
179315,2307
174636,449
62912,18395
69602,1857
2805,2360
114964,16111
26351,2539
157758,5535
169006,6424
100177,12179
14832,1431
141092,1662
90527,5724
17513,854
1458,871
178169,2484
58646,586
31634,544
54817,709
77266,6046
110338,434
121540,858
121281,14982
132101,2815
47203,470
122073,10962
1518,10872
89099,816
52317,9229
22640,2428
79786,5390
44114,3308
163553,6720
19209,2275
182641,2528
110886,7438
166028,14732
54108,2394
153532,1450
193261,1007
96228,3519
112210,8556
3422,867
175040,710
27585,1439
32192,8213
53657,3978
14576,501
97867,734
128246,2005
103362,1087
145902,3769
39638,579
86826,1203
22890,880
77489,584
52903,12737
173676,3312
132576,1289
179681,1410
58625,4118
17317,3354
137137,1295
6669,7929
71475,3630
153076,628
53852,1236
39736,3579
143441,639
14883,3108
64570,1073
84222,3816
51022,8457
159517,1362
19765,421
155532,4729
169380,776
6094,439
39258,689
36987,4234
21033,447
56620,7906
46484,1304
78313,891
78237,814
168854,537
73629,526
67239,838
17657,1323
20217,3217
168543,842
94628,4785
106042,12121
71237,1076
164357,7257
134775,4113
37521,6405
131553,1259
174829,2021
66705,4965
101070,3478
113171,4150
115426,4355
190608,776
88691,3967
168042,872
17551,679
48096,2397
161809,11435
111714,1276
48919,1234
51610,3312
147411,1806
130077,1616
107962,6837
6314,2862
61296,678
183700,7291
109313,1064
121665,4399
2247,698
60370,1082
133382,504
43490,641
60567,6607
24333,14129
38949,3265
6398,852
106816,18343
138584,12725
103332,552
27439,776
21143,645
171462,2319
79511,570
150265,1015
38975,4704
64090,2215
83129,2898
101002,540
120450,5748
89725,1320
35193,5395
163336,898
130345,737
117133,651
107282,2348
112268,5955
94607,461
119918,3461
69099,755
89434,4029
58448,361
172105,15907
124400,5394
173830,3273
82687,4523
82968,2665
42701,821
178924,4523
175837,743
34994,4920
170423,752
95767,4913
115556,7356
185752,994
110509,872
135643,725
6765,844
172207,3261
172241,4531
160187,4890
188384,5828
93853,687
106161,816
139642,6129
66726,2536
30060,8815
33197,1708
134518,2180
82403,596
87837,5226
29166,1094
67842,4566
6337,5237
113513,829
183823,2165
77816,758
40854,402
150003,801
155583,445
57919,670
1513,8467
110177,3640
56054,17856
94026,8726
27952,5683
171445,828
47007,969
156026,13203
19043,1027
125672,3718
56378,3936
192229,1433
142387,1134
92086,456
182441,11405
41711,2329
89732,487
180191,8081
90951,802
127525,8491
110963,3462
90022,1168
170622,10162
87871,895
157488,4363
35125,5292
135841,6446
183710,5174
46254,7448
132616,596
63911,3607
75115,4907
159768,1007
31613,6870
89615,1350
54247,2368
2267,914
69437,1169
116754,4746
186798,1922
23954,1337
146754,462
140538,1118
163769,5599
132755,1106
64654,8752
163954,15451
97147,5347
113545,2274
134154,1312
176668,4939
179883,698
103696,5466
142676,758
45065,552
73823,2879
135911,936
70696,8118
91018,447
45934,1819
62494,9683
15953,710
38190,434
174662,2494
170749,1629
33173,6177
91419,529
62873,2376
123127,571
183267,15508
68526,789
152214,865
171404,899
88932,5310
75818,561
190296,1175
92757,2180
63144,5911
17861,9740
134623,2526
57313,6212
139802,1327
101260,1367
61843,878
81361,6619
34686,593
31336,449
22744,450
121507,16128
61233,4293
119400,1040
19383,2557
163355,1163
63599,2460
134217,1069
179749,2838
178950,6384
34528,16641
113273,4739
112594,4795
13421,3766
36422,1755
100094,1758
138647,7467
51241,4851
100476,1365
129536,5329
123665,13853
19496,13325
25061,739
18532,637
191612,1134
150339,2313
177097,774
127452,3195
74262,7177
87314,7864
150763,5450
179471,607
193375,1566
113138,4136
143371,4038
161138,656
67939,16793
124310,1942
89094,7109
43797,1902
93588,6522
189910,1908
122546,1991
117163,16068
137024,710
84639,7154
161763,1721
119219,15102
138180,1633
32739,797
172052,605
179719,552
3522,7389
98217,5390
184577,2431
124498,4385
24274,827
169110,1922
168977,1158
35784,1266
131409,3548
96893,9330
34441,1914
171177,6931
183604,854
137554,10080
46751,2320
37938,2527
182561,2539
22196,810
146496,809
80194,3958
144551,1155
169794,1263
113854,912
67558,3092
164755,695
48927,7577
140821,1151
95565,4816
171363,2842
88960,628
61250,12587
144117,2021
49613,739
92089,1608
167781,1819
118524,465
109188,544
106969,13355
54550,9541
121434,4007
138445,1013
1871,415
105834,2423
141052,11226
186995,802
151211,8299
44171,997
108071,5141
47803,1884
70153,1008
54293,4638
135817,8014
13975,863
8941,1114
170011,9979
40184,6733
46400,3193
75441,4071
73756,6766
174227,622
23113,6909
110752,13502
59841,724
154802,680
6651,2657
100038,897
41865,1286
180625,734
161459,5132
40228,1151
7411,5311
156545,4157
188324,3950
102167,3629
60742,431
52465,2190
69209,2874
157790,7423
128715,1087
131062,6383
186424,2312
101926,4478
146781,5914
60415,2016
106363,2107
67886,1818
21055,1026
178947,4811
155686,3017
82843,9058
51639,790
182304,993
19702,2093
173019,1067
165914,5679
159062,1883
54737,4139
97343,1160
165809,2630
129546,1367
39853,6470
76816,3417
24118,702
177293,3089
43762,11525
51655,900
59027,693
22565,6274
22495,789
93138,7918
127858,11560
95717,7728
17383,854
68170,8815
35406,4751
171063,706
137546,5014
75181,6908
181428,3114
143255,2337
83426,11180
96041,945
173454,2822
57254,7743
112753,10789
130975,526
119657,11520
55767,3089
137060,838
144310,548
26102,12121
12715,6309
56892,2331
180450,1007
176013,3950
116557,9178
25179,2802
172005,18611
135522,525
19969,7589
24855,983
168896,2257
176235,9218
88862,9882
37709,683
99220,5082
120248,854
8135,3547
49038,15562
140608,6822
54064,1750
188459,1121
152843,1932
40190,2875
186239,576
170224,1869
66009,1675
136847,565
117748,5136
128083,4150
83413,16805
69440,1637
182048,447
143666,3997
76019,10711
125086,770
188130,5958
152366,1255
84842,8976
22647,1263
117889,8840
191214,1908
168938,3000
46438,13133
186177,4185
179591,4672
95741,1656
138473,2646
22191,3696
42376,921
55209,10891
157109,984
159737,596
126038,1903
120577,1048
75322,2512
26380,526
820,7999
118568,698
135312,2058
92341,5922
182137,470
145101,5292
118845,1726
42514,1097
106755,4242
74971,761
96157,561
75844,730
151604,4891
25231,5728
148649,1076
115817,6492
68687,14826
126799,863
36474,4029
80040,4140
57381,1349
88286,2100
172480,1172
5610,967
185001,1548
117850,684
1911,534
171571,14074
92801,2789
186366,4520
182960,1229
129643,626
187839,4120
136859,5889
174950,540
82290,988
74841,1802
134478,18398
107206,4791
53660,2612
183487,526
162330,5550
34250,498
63932,1546
84083,678
157794,1061
28980,2550
159754,3808
185850,6687
134671,1548
89801,752
106282,1881
7036,4043
148928,2841
82991,4836
143031,4948
47181,14348
152733,1429
175619,8749
164372,6569
53394,1745
39326,8014
67732,1576
82274,17805
65948,5922
56015,1013
168166,806
99784,1609
162031,1163
148461,2377
67866,6089
70306,827
151705,1356
59047,552
101652,2869
68248,1350
70121,1574
12524,4250
10495,4059
131770,16339
168992,2903
69733,2868
154248,566
123288,770
34634,1438
36618,432
173291,453
107635,538
107183,1257
16898,18760
109058,710
66117,1569
26112,421
4936,434
138860,13600
174459,5504
132204,8317
185437,4739
34778,3796
1327,3998
136266,10574
170052,537
119080,499
30744,7983
150572,810
61874,759
30144,2671
13146,6947
187664,17068
63679,1815
122396,2743
111677,2474
168777,5186
38164,8800
104676,942
94901,982
82339,10036
175622,492
157869,10929
122997,605
157390,2943
35082,3357
143271,8562
46092,1107
154821,1781
114248,12261
141333,2870
50051,5167
162190,499
189136,844
180399,2762
183240,527
103265,1561
182103,607
63681,478
164427,17143
69029,3246
181997,1583
2742,4378
172629,4234
26433,662
76142,852
142592,13691
152526,561
62099,2293
165008,3720
191956,461
172209,5031
129718,4616
40604,1163
90190,4715
162990,3365
93033,1151
90318,625
186453,13088
137021,4504
58953,3345
7018,2674
108864,5779
177275,684
64225,4043
99030,575
15785,4072
40879,7127
52536,12587
61126,2674
162905,4504
169714,1214
85315,4407
112576,1363
163298,1329
144161,1831
91557,842
33597,969
177969,3886
56086,999
40470,638
82107,15540
129209,4155
41587,2564
89458,12338
180575,608
85705,568
85422,3774
146954,1657
32663,2691
173558,17414
77410,1865
92978,3136
169676,2192
177997,552
40536,532
87708,4332
170346,692
61007,1088
189515,4309
20324,2648
29077,5521
12195,8212
85196,8096
84559,2812
51229,5557
64006,12848
57948,8032
58902,4290
112416,5049
171998,1153
24330,3368
147697,12897
51183,1687
114023,6132
146248,3832
142486,833
104735,1410
111864,3942
54407,720
3141,1132
7240,13948
163600,723
32699,1141
150782,2539
91451,1087
142941,993
45786,10079
114858,789
79366,6600
9394,507
191158,15531
100555,10866
13949,1055
63692,7153
127176,475
155853,2423
166448,756
185600,2515
50194,11554
73374,1243
111028,3756
146019,5535
10053,11314
25157,2593
182429,16575
107828,2337
173505,2730
89406,6499
11768,1016
142148,6716
9664,6062
159189,2800
24603,1721
3570,3322
72789,544
3473,7305
22131,4133
69058,8173
160673,945
11823,911
99923,789
21499,844
74820,7533
89029,4131
108342,1842
74607,1903
129730,709
125322,786
189369,816
191329,814
141784,675
179731,1624
164083,6933
139038,3563
136010,4024
101060,2198
155880,3538
77811,2307
61462,12179
126388,1007
159782,5183
8914,1300
136794,857
117076,1188
154118,1101
153397,1020
71941,1362
18702,859
54725,1021
18151,8305
2046,918
114211,2415
2006,436
142551,8688
149055,544
186120,816
5596,4798
171958,2862
91986,907
103736,629
91947,10333
151789,757
